date,sku_id,units_sold,injected_anomaly
2023-06-01,SKU-001,184,False
2023-06-02,SKU-001,163,False
2023-06-03,SKU-001,158,False
2023-06-04,SKU-001,160,False
2023-06-05,SKU-001,177,False
2023-06-06,SKU-001,187,False
2023-06-07,SKU-001,186,False
2023-06-08,SKU-001,186,False
2023-06-09,SKU-001,167,False
2023-06-10,SKU-001,156,False
2023-06-11,SKU-001,155,False
2023-06-12,SKU-001,172,False
2023-06-13,SKU-001,188,False
2023-06-14,SKU-001,177,False
2023-06-15,SKU-001,163,False
2023-06-16,SKU-001,170,False
2023-06-17,SKU-001,141,False
2023-06-18,SKU-001,144,False
2023-06-19,SKU-001,158,False
2023-06-20,SKU-001,180,False
2023-06-21,SKU-001,177,False
2023-06-22,SKU-001,170,False
2023-06-23,SKU-001,160,False
2023-06-24,SKU-001,161,False
2023-06-25,SKU-001,155,False
2023-06-26,SKU-001,170,False
2023-06-27,SKU-001,175,False
2023-06-28,SKU-001,184,False
2023-06-29,SKU-001,173,False
2023-06-30,SKU-001,151,False
2023-07-01,SKU-001,171,False
2023-07-02,SKU-001,150,False
2023-07-03,SKU-001,157,False
2023-07-04,SKU-001,163,False
2023-07-05,SKU-001,172,False
2023-07-06,SKU-001,152,False
2023-07-07,SKU-001,152,False
2023-07-08,SKU-001,156,False
2023-07-09,SKU-001,147,False
2023-07-10,SKU-001,156,False
2023-07-11,SKU-001,167,False
2023-07-12,SKU-001,165,False
2023-07-13,SKU-001,149,False
2023-07-14,SKU-001,134,False
2023-07-15,SKU-001,139,False
2023-07-16,SKU-001,138,False
2023-07-17,SKU-001,155,False
2023-07-18,SKU-001,173,False
2023-07-19,SKU-001,158,False
2023-07-20,SKU-001,149,False
2023-07-21,SKU-001,150,False
2023-07-22,SKU-001,130,False
2023-07-23,SKU-001,125,False
2023-07-24,SKU-001,154,False
2023-07-25,SKU-001,164,False
2023-07-26,SKU-001,158,False
2023-07-27,SKU-001,142,False
2023-07-28,SKU-001,120,False
2023-07-29,SKU-001,141,False
2023-07-30,SKU-001,119,False
2023-07-31,SKU-001,150,False
2023-08-01,SKU-001,155,False
2023-08-02,SKU-001,162,False
2023-08-03,SKU-001,147,False
2023-08-04,SKU-001,133,False
2023-08-05,SKU-001,122,False
2023-08-06,SKU-001,144,False
2023-08-07,SKU-001,136,False
2023-08-08,SKU-001,152,False
2023-08-09,SKU-001,147,False
2023-08-10,SKU-001,161,False
2023-08-11,SKU-001,124,False
2023-08-12,SKU-001,120,False
2023-08-13,SKU-001,124,False
2023-08-14,SKU-001,127,False
2023-08-15,SKU-001,151,False
2023-08-16,SKU-001,159,False
2023-08-17,SKU-001,136,False
2023-08-18,SKU-001,134,False
2023-08-19,SKU-001,127,False
2023-08-20,SKU-001,126,False
2023-08-21,SKU-001,147,False
2023-08-22,SKU-001,146,False
2023-08-23,SKU-001,155,False
2023-08-24,SKU-001,159,False
2023-08-25,SKU-001,143,False
2023-08-26,SKU-001,127,False
2023-08-27,SKU-001,119,False
2023-08-28,SKU-001,131,False
2023-08-29,SKU-001,150,False
2023-08-30,SKU-001,148,False
2023-08-31,SKU-001,114,False
2023-09-01,SKU-001,126,False
2023-09-02,SKU-001,116,False
2023-09-03,SKU-001,143,False
2023-09-04,SKU-001,144,False
2023-09-05,SKU-001,150,False
2023-09-06,SKU-001,149,False
2023-09-07,SKU-001,142,False
2023-09-08,SKU-001,129,False
2023-09-09,SKU-001,115,False
2023-09-10,SKU-001,120,False
2023-09-11,SKU-001,138,False
2023-09-12,SKU-001,143,False
2023-09-13,SKU-001,159,False
2023-09-14,SKU-001,127,False
2023-09-15,SKU-001,136,False
2023-09-16,SKU-001,122,False
2023-09-17,SKU-001,104,False
2023-09-18,SKU-001,146,False
2023-09-19,SKU-001,138,False
2023-09-20,SKU-001,155,False
2023-09-21,SKU-001,137,False
2023-09-22,SKU-001,115,False
2023-09-23,SKU-001,122,False
2023-09-24,SKU-001,119,False
2023-09-25,SKU-001,132,False
2023-09-26,SKU-001,150,False
2023-09-27,SKU-001,145,False
2023-09-28,SKU-001,134,False
2023-09-29,SKU-001,124,False
2023-09-30,SKU-001,108,False
2023-10-01,SKU-001,24,True
2023-10-02,SKU-001,137,False
2023-10-03,SKU-001,150,False
2023-10-04,SKU-001,145,False
2023-10-05,SKU-001,121,False
2023-10-06,SKU-001,139,False
2023-10-07,SKU-001,116,False
2023-10-08,SKU-001,126,False
2023-10-09,SKU-001,136,False
2023-10-10,SKU-001,144,False
2023-10-11,SKU-001,140,False
2023-10-12,SKU-001,134,False
2023-10-13,SKU-001,116,False
2023-10-14,SKU-001,114,False
2023-10-15,SKU-001,113,False
2023-10-16,SKU-001,148,False
2023-10-17,SKU-001,153,False
2023-10-18,SKU-001,150,False
2023-10-19,SKU-001,134,False
2023-10-20,SKU-001,120,False
2023-10-21,SKU-001,119,False
2023-10-22,SKU-001,131,False
2023-10-23,SKU-001,151,False
2023-10-24,SKU-001,136,False
2023-10-25,SKU-001,155,False
2023-10-26,SKU-001,137,False
2023-10-27,SKU-001,126,False
2023-10-28,SKU-001,122,False
2023-10-29,SKU-001,119,False
2023-10-30,SKU-001,135,False
2023-10-31,SKU-001,142,False
2023-11-01,SKU-001,148,False
2023-11-02,SKU-001,151,False
2023-11-03,SKU-001,133,False
2023-11-04,SKU-001,130,False
2023-11-05,SKU-001,122,False
2023-11-06,SKU-001,144,False
2023-11-07,SKU-001,138,False
2023-11-08,SKU-001,155,False
2023-11-09,SKU-001,152,False
2023-11-10,SKU-001,121,False
2023-11-11,SKU-001,121,False
2023-11-12,SKU-001,130,False
2023-11-13,SKU-001,150,False
2023-11-14,SKU-001,149,False
2023-11-15,SKU-001,162,False
2023-11-16,SKU-001,161,False
2023-11-17,SKU-001,142,False
2023-11-18,SKU-001,128,False
2023-11-19,SKU-001,136,False
2023-11-20,SKU-001,140,False
2023-11-21,SKU-001,158,False
2023-11-22,SKU-001,159,False
2023-11-23,SKU-001,155,False
2023-11-24,SKU-001,137,False
2023-11-25,SKU-001,136,False
2023-11-26,SKU-001,132,False
2023-11-27,SKU-001,155,False
2023-11-28,SKU-001,158,False
2023-11-29,SKU-001,147,False
2023-11-30,SKU-001,148,False
2023-12-01,SKU-001,144,False
2023-12-02,SKU-001,149,False
2023-12-03,SKU-001,146,False
2023-12-04,SKU-001,134,False
2023-12-05,SKU-001,152,False
2023-12-06,SKU-001,176,False
2023-12-07,SKU-001,164,False
2023-12-08,SKU-001,165,False
2023-12-09,SKU-001,136,False
2023-12-10,SKU-001,136,False
2023-12-11,SKU-001,156,False
2023-12-12,SKU-001,163,False
2023-12-13,SKU-001,179,False
2023-12-14,SKU-001,159,False
2023-12-15,SKU-001,148,False
2023-12-16,SKU-001,135,False
2023-12-17,SKU-001,153,False
2023-12-18,SKU-001,151,False
2023-12-19,SKU-001,174,False
2023-12-20,SKU-001,189,False
2023-12-21,SKU-001,153,False
2023-12-22,SKU-001,166,False
2023-12-23,SKU-001,149,False
2023-12-24,SKU-001,141,False
2023-12-25,SKU-001,163,False
2023-12-26,SKU-001,181,False
2023-12-27,SKU-001,172,False
2023-12-28,SKU-001,174,False
2023-12-29,SKU-001,171,False
2023-12-30,SKU-001,147,False
2023-12-31,SKU-001,146,False
2024-01-01,SKU-001,165,False
2024-01-02,SKU-001,179,False
2024-01-03,SKU-001,191,False
2024-01-04,SKU-001,173,False
2024-01-05,SKU-001,397,True
2024-01-06,SKU-001,153,False
2024-01-07,SKU-001,150,False
2024-01-08,SKU-001,158,False
2024-01-09,SKU-001,160,False
2024-01-10,SKU-001,190,False
2024-01-11,SKU-001,166,False
2024-01-12,SKU-001,174,False
2024-01-13,SKU-001,153,False
2024-01-14,SKU-001,162,False
2024-01-15,SKU-001,162,False
2024-01-16,SKU-001,195,False
2024-01-17,SKU-001,191,False
2024-01-18,SKU-001,174,False
2024-01-19,SKU-001,161,False
2024-01-20,SKU-001,158,False
2024-01-21,SKU-001,175,False
2024-01-22,SKU-001,186,False
2024-01-23,SKU-001,187,False
2024-01-24,SKU-001,195,False
2024-01-25,SKU-001,200,False
2024-01-26,SKU-001,186,False
2024-01-27,SKU-001,166,False
2024-01-28,SKU-001,170,False
2024-01-29,SKU-001,180,False
2024-01-30,SKU-001,205,False
2024-01-31,SKU-001,198,False
2024-02-01,SKU-001,187,False
2024-02-02,SKU-001,185,False
2024-02-03,SKU-001,169,False
2024-02-04,SKU-001,161,False
2024-02-05,SKU-001,192,False
2024-02-06,SKU-001,198,False
2024-02-07,SKU-001,210,False
2024-02-08,SKU-001,196,False
2024-02-09,SKU-001,178,False
2024-02-10,SKU-001,164,False
2024-02-11,SKU-001,187,False
2024-02-12,SKU-001,194,False
2024-02-13,SKU-001,203,False
2024-02-14,SKU-001,210,False
2024-02-15,SKU-001,183,False
2024-02-16,SKU-001,192,False
2024-02-17,SKU-001,185,False
2024-02-18,SKU-001,173,False
2024-02-19,SKU-001,188,False
2024-02-20,SKU-001,205,False
2024-02-21,SKU-001,195,False
2024-02-22,SKU-001,197,False
2024-02-23,SKU-001,192,False
2024-02-24,SKU-001,186,False
2024-02-25,SKU-001,173,False
2024-02-26,SKU-001,208,False
2024-02-27,SKU-001,214,False
2024-02-28,SKU-001,217,False
2024-02-29,SKU-001,200,False
2024-03-01,SKU-001,199,False
2024-03-02,SKU-001,194,False
2024-03-03,SKU-001,183,False
2024-03-04,SKU-001,188,False
2024-03-05,SKU-001,200,False
2024-03-06,SKU-001,209,False
2024-03-07,SKU-001,221,False
2024-03-08,SKU-001,201,False
2024-03-09,SKU-001,178,False
2024-03-10,SKU-001,186,False
2024-03-11,SKU-001,195,False
2024-03-12,SKU-001,215,False
2024-03-13,SKU-001,211,False
2024-03-14,SKU-001,203,False
2024-03-15,SKU-001,196,False
2024-03-16,SKU-001,169,False
2024-03-17,SKU-001,185,False
2024-03-18,SKU-001,200,False
2024-03-19,SKU-001,212,False
2024-03-20,SKU-001,209,False
2024-03-21,SKU-001,223,False
2024-03-22,SKU-001,205,False
2024-03-23,SKU-001,178,False
2024-03-24,SKU-001,195,False
2024-03-25,SKU-001,194,False
2024-03-26,SKU-001,213,False
2024-03-27,SKU-001,229,False
2024-03-28,SKU-001,211,False
2024-03-29,SKU-001,203,False
2024-03-30,SKU-001,185,False
2024-03-31,SKU-001,188,False
2024-04-01,SKU-001,197,False
2024-04-02,SKU-001,212,False
2024-04-03,SKU-001,204,False
2024-04-04,SKU-001,227,False
2024-04-05,SKU-001,186,False
2024-04-06,SKU-001,190,False
2024-04-07,SKU-001,193,False
2024-04-08,SKU-001,206,False
2024-04-09,SKU-001,229,False
2024-04-10,SKU-001,217,False
2024-04-11,SKU-001,199,False
2024-04-12,SKU-001,215,False
2024-04-13,SKU-001,168,False
2024-04-14,SKU-001,177,False
2024-04-15,SKU-001,215,False
2024-04-16,SKU-001,214,False
2024-04-17,SKU-001,221,False
2024-04-18,SKU-001,204,False
2024-04-19,SKU-001,189,False
2024-04-20,SKU-001,174,False
2024-04-21,SKU-001,207,False
2024-04-22,SKU-001,193,False
2024-04-23,SKU-001,208,False
2024-04-24,SKU-001,207,False
2024-04-25,SKU-001,204,False
2024-04-26,SKU-001,190,False
2024-04-27,SKU-001,188,False
2024-04-28,SKU-001,198,False
2024-04-29,SKU-001,189,False
2024-04-30,SKU-001,206,False
2024-05-01,SKU-001,216,False
2024-05-02,SKU-001,190,False
2024-05-03,SKU-001,196,False
2024-05-04,SKU-001,183,False
2024-05-05,SKU-001,183,False
2024-05-06,SKU-001,190,False
2024-05-07,SKU-001,206,False
2024-05-08,SKU-001,205,False
2024-05-09,SKU-001,205,False
2024-05-10,SKU-001,192,False
2024-05-11,SKU-001,199,False
2024-05-12,SKU-001,186,False
2024-05-13,SKU-001,179,False
2024-05-14,SKU-001,230,False
2024-05-15,SKU-001,225,False
2024-05-16,SKU-001,193,False
2024-05-17,SKU-001,167,False
2024-05-18,SKU-001,170,False
2024-05-19,SKU-001,179,False
2024-05-20,SKU-001,189,False
2024-05-21,SKU-001,486,True
2024-05-22,SKU-001,198,False
2024-05-23,SKU-001,190,False
2024-05-24,SKU-001,183,False
2024-05-25,SKU-001,147,False
2024-05-26,SKU-001,170,False
2024-05-27,SKU-001,199,False
2024-05-28,SKU-001,191,False
2024-05-29,SKU-001,204,False
2024-05-30,SKU-001,196,False
2024-05-31,SKU-001,183,False
2024-06-01,SKU-001,177,False
2024-06-02,SKU-001,182,False
2024-06-03,SKU-001,198,False
2024-06-04,SKU-001,194,False
2024-06-05,SKU-001,193,False
2024-06-06,SKU-001,194,False
2024-06-07,SKU-001,36,True
2024-06-08,SKU-001,167,False
2024-06-09,SKU-001,166,False
2024-06-10,SKU-001,181,False
2024-06-11,SKU-001,195,False
2024-06-12,SKU-001,206,False
2024-06-13,SKU-001,186,False
2024-06-14,SKU-001,180,False
2024-06-15,SKU-001,171,False
2024-06-16,SKU-001,174,False
2024-06-17,SKU-001,187,False
2024-06-18,SKU-001,207,False
2024-06-19,SKU-001,187,False
2024-06-20,SKU-001,193,False
2024-06-21,SKU-001,33,True
2024-06-22,SKU-001,151,False
2024-06-23,SKU-001,147,False
2024-06-24,SKU-001,168,False
2024-06-25,SKU-001,193,False
2024-06-26,SKU-001,179,False
2024-06-27,SKU-001,188,False
2024-06-28,SKU-001,173,False
2024-06-29,SKU-001,158,False
2024-06-30,SKU-001,149,False
2024-07-01,SKU-001,167,False
2024-07-02,SKU-001,182,False
2024-07-03,SKU-001,189,False
2024-07-04,SKU-001,168,False
2024-07-05,SKU-001,176,False
2024-07-06,SKU-001,158,False
2024-07-07,SKU-001,162,False
2024-07-08,SKU-001,174,False
2024-07-09,SKU-001,191,False
2024-07-10,SKU-001,185,False
2024-07-11,SKU-001,180,False
2024-07-12,SKU-001,155,False
2024-07-13,SKU-001,167,False
2024-07-14,SKU-001,156,False
2024-07-15,SKU-001,161,False
2024-07-16,SKU-001,35,True
2024-07-17,SKU-001,165,False
2024-07-18,SKU-001,174,False
2024-07-19,SKU-001,157,False
2024-07-20,SKU-001,151,False
2024-07-21,SKU-001,155,False
2024-07-22,SKU-001,164,False
2024-07-23,SKU-001,167,False
2024-07-24,SKU-001,172,False
2024-07-25,SKU-001,159,False
2024-07-26,SKU-001,155,False
2024-07-27,SKU-001,140,False
2024-07-28,SKU-001,145,False
2024-07-29,SKU-001,168,False
2024-07-30,SKU-001,176,False
2024-07-31,SKU-001,166,False
2024-08-01,SKU-001,168,False
2024-08-02,SKU-001,153,False
2024-08-03,SKU-001,157,False
2024-08-04,SKU-001,157,False
2024-08-05,SKU-001,167,False
2024-08-06,SKU-001,173,False
2024-08-07,SKU-001,176,False
2024-08-08,SKU-001,178,False
2024-08-09,SKU-001,144,False
2024-08-10,SKU-001,140,False
2024-08-11,SKU-001,148,False
2024-08-12,SKU-001,167,False
2024-08-13,SKU-001,153,False
2024-08-14,SKU-001,177,False
2024-08-15,SKU-001,158,False
2024-08-16,SKU-001,155,False
2024-08-17,SKU-001,142,False
2024-08-18,SKU-001,125,False
2024-08-19,SKU-001,141,False
2024-08-20,SKU-001,160,False
2024-08-21,SKU-001,163,False
2024-08-22,SKU-001,161,False
2024-08-23,SKU-001,148,False
2024-08-24,SKU-001,144,False
2024-08-25,SKU-001,164,False
2024-08-26,SKU-001,153,False
2024-08-27,SKU-001,161,False
2024-08-28,SKU-001,161,False
2024-08-29,SKU-001,161,False
2024-08-30,SKU-001,152,False
2024-08-31,SKU-001,124,False
2024-09-01,SKU-001,125,False
2024-09-02,SKU-001,155,False
2024-09-03,SKU-001,154,False
2024-09-04,SKU-001,152,False
2024-09-05,SKU-001,166,False
2024-09-06,SKU-001,141,False
2024-09-07,SKU-001,127,False
2024-09-08,SKU-001,148,False
2024-09-09,SKU-001,162,False
2024-09-10,SKU-001,148,False
2024-09-11,SKU-001,170,False
2024-09-12,SKU-001,154,False
2024-09-13,SKU-001,140,False
2024-09-14,SKU-001,126,False
2024-09-15,SKU-001,129,False
2024-09-16,SKU-001,142,False
2024-09-17,SKU-001,143,False
2024-09-18,SKU-001,179,False
2024-09-19,SKU-001,143,False
2024-09-20,SKU-001,129,False
2024-09-21,SKU-001,120,False
2024-09-22,SKU-001,147,False
2024-09-23,SKU-001,148,False
2024-09-24,SKU-001,159,False
2024-09-25,SKU-001,170,False
2024-09-26,SKU-001,143,False
2024-09-27,SKU-001,145,False
2024-09-28,SKU-001,133,False
2024-09-29,SKU-001,127,False
2024-09-30,SKU-001,162,False
2024-10-01,SKU-001,156,False
2024-10-02,SKU-001,162,False
2024-10-03,SKU-001,156,False
2024-10-04,SKU-001,143,False
2024-10-05,SKU-001,115,False
2024-10-06,SKU-001,129,False
2024-10-07,SKU-001,151,False
2024-10-08,SKU-001,155,False
2024-10-09,SKU-001,157,False
2024-10-10,SKU-001,153,False
2024-10-11,SKU-001,141,False
2024-10-12,SKU-001,136,False
2024-10-13,SKU-001,140,False
2024-10-14,SKU-001,149,False
2024-10-15,SKU-001,166,False
2024-10-16,SKU-001,169,False
2024-10-17,SKU-001,169,False
2024-10-18,SKU-001,129,False
2024-10-19,SKU-001,142,False
2024-10-20,SKU-001,134,False
2024-10-21,SKU-001,151,False
2024-10-22,SKU-001,171,False
2024-10-23,SKU-001,170,False
2024-10-24,SKU-001,163,False
2024-10-25,SKU-001,140,False
2024-10-26,SKU-001,125,False
2024-10-27,SKU-001,148,False
2024-10-28,SKU-001,135,False
2024-10-29,SKU-001,171,False
2024-10-30,SKU-001,372,True
2024-10-31,SKU-001,172,False
2024-11-01,SKU-001,154,False
2024-11-02,SKU-001,150,False
2024-11-03,SKU-001,141,False
2024-11-04,SKU-001,162,False
2024-11-05,SKU-001,156,False
2024-11-06,SKU-001,156,False
2024-11-07,SKU-001,179,False
2024-11-08,SKU-001,154,False
2024-11-09,SKU-001,138,False
2024-11-10,SKU-001,147,False
2024-11-11,SKU-001,154,False
2024-11-12,SKU-001,172,False
2024-11-13,SKU-001,164,False
2024-11-14,SKU-001,155,False
2024-11-15,SKU-001,135,False
2024-11-16,SKU-001,146,False
2024-11-17,SKU-001,141,False
2024-11-18,SKU-001,146,False
2024-11-19,SKU-001,163,False
2024-11-20,SKU-001,178,False
2024-11-21,SKU-001,167,False
2024-11-22,SKU-001,146,False
2024-11-23,SKU-001,157,False
2024-11-24,SKU-001,149,False
2024-11-25,SKU-001,165,False
2024-11-26,SKU-001,175,False
2024-11-27,SKU-001,175,False
2024-11-28,SKU-001,173,False
2024-11-29,SKU-001,166,False
2024-11-30,SKU-001,147,False
2024-12-01,SKU-001,159,False
2024-12-02,SKU-001,159,False
2024-12-03,SKU-001,192,False
2024-12-04,SKU-001,174,False
2024-12-05,SKU-001,191,False
2024-12-06,SKU-001,150,False
2024-12-07,SKU-001,150,False
2024-12-08,SKU-001,160,False
2024-12-09,SKU-001,178,False
2024-12-10,SKU-001,194,False
2024-12-11,SKU-001,196,False
2024-12-12,SKU-001,163,False
2024-12-13,SKU-001,167,False
2024-12-14,SKU-001,150,False
2024-12-15,SKU-001,168,False
2024-12-16,SKU-001,181,False
2024-12-17,SKU-001,187,False
2024-12-18,SKU-001,184,False
2024-12-19,SKU-001,171,False
2024-12-20,SKU-001,162,False
2024-12-21,SKU-001,154,False
2024-12-22,SKU-001,164,False
2024-12-23,SKU-001,184,False
2024-12-24,SKU-001,189,False
2024-12-25,SKU-001,182,False
2024-12-26,SKU-001,174,False
2024-12-27,SKU-001,177,False
2024-12-28,SKU-001,180,False
2024-12-29,SKU-001,168,False
2024-12-30,SKU-001,174,False
2023-01-01,SKU-002,66,False
2023-01-02,SKU-002,72,False
2023-01-03,SKU-002,93,False
2023-01-04,SKU-002,100,False
2023-01-05,SKU-002,96,False
2023-01-06,SKU-002,83,False
2023-01-07,SKU-002,67,False
2023-01-08,SKU-002,69,False
2023-01-09,SKU-002,86,False
2023-01-10,SKU-002,117,False
2023-01-11,SKU-002,98,False
2023-01-12,SKU-002,90,False
2023-01-13,SKU-002,71,False
2023-01-14,SKU-002,67,False
2023-01-15,SKU-002,78,False
2023-01-16,SKU-002,88,False
2023-01-17,SKU-002,104,False
2023-01-18,SKU-002,116,False
2023-01-19,SKU-002,77,False
2023-01-20,SKU-002,85,False
2023-01-21,SKU-002,80,False
2023-01-22,SKU-002,96,False
2023-01-23,SKU-002,97,False
2023-01-24,SKU-002,100,False
2023-01-25,SKU-002,104,False
2023-01-26,SKU-002,96,False
2023-01-27,SKU-002,89,False
2023-01-28,SKU-002,86,False
2023-01-29,SKU-002,75,False
2023-01-30,SKU-002,98,False
2023-01-31,SKU-002,110,False
2023-02-01,SKU-002,110,False
2023-02-02,SKU-002,103,False
2023-02-03,SKU-002,83,False
2023-02-04,SKU-002,85,False
2023-02-05,SKU-002,79,False
2023-02-06,SKU-002,262,True
2023-02-07,SKU-002,108,False
2023-02-08,SKU-002,107,False
2023-02-09,SKU-002,110,False
2023-02-10,SKU-002,89,False
2023-02-11,SKU-002,86,False
2023-02-12,SKU-002,85,False
2023-02-13,SKU-002,99,False
2023-02-14,SKU-002,117,False
2023-02-15,SKU-002,113,False
2023-02-16,SKU-002,98,False
2023-02-17,SKU-002,104,False
2023-02-18,SKU-002,81,False
2023-02-19,SKU-002,91,False
2023-02-20,SKU-002,101,False
2023-02-21,SKU-002,108,False
2023-02-22,SKU-002,25,True
2023-02-23,SKU-002,118,False
2023-02-24,SKU-002,111,False
2023-02-25,SKU-002,89,False
2023-02-26,SKU-002,99,False
2023-02-27,SKU-002,98,False
2023-02-28,SKU-002,110,False
2023-03-01,SKU-002,127,False
2023-03-02,SKU-002,104,False
2023-03-03,SKU-002,96,False
2023-03-04,SKU-002,89,False
2023-03-05,SKU-002,94,False
2023-03-06,SKU-002,115,False
2023-03-07,SKU-002,111,False
2023-03-08,SKU-002,122,False
2023-03-09,SKU-002,125,False
2023-03-10,SKU-002,106,False
2023-03-11,SKU-002,90,False
2023-03-12,SKU-002,97,False
2023-03-13,SKU-002,108,False
2023-03-14,SKU-002,127,False
2023-03-15,SKU-002,130,False
2023-03-16,SKU-002,106,False
2023-03-17,SKU-002,103,False
2023-03-18,SKU-002,97,False
2023-03-19,SKU-002,102,False
2023-03-20,SKU-002,118,False
2023-03-21,SKU-002,134,False
2023-03-22,SKU-002,127,False
2023-03-23,SKU-002,115,False
2023-03-24,SKU-002,97,False
2023-03-25,SKU-002,84,False
2023-03-26,SKU-002,100,False
2023-03-27,SKU-002,107,False
2023-03-28,SKU-002,126,False
2023-03-29,SKU-002,130,False
2023-03-30,SKU-002,113,False
2023-03-31,SKU-002,100,False
2023-04-01,SKU-002,106,False
